Id,Source,Target,Type,Weight
3262,122,14,Undirected,167
3263,122,15,Undirected,6517
3264,122,24,Undirected,748
3265,122,33,Undirected,191
3266,122,34,Undirected,6177
3267,122,36,Undirected,6292
3268,122,37,Undirected,289
3269,122,48,Undirected,192
3270,122,50,Undirected,6552
3271,122,54,Undirected,661
3272,122,56,Undirected,209
3273,122,60,Undirected,230
3275,122,64,Undirected,249
3276,122,66,Undirected,165
3277,122,67,Undirected,323
3279,122,83,Undirected,6467
3280,122,85,Undirected,235
3281,122,91,Undirected,6172
3282,122,92,Undirected,224
3284,122,99,Undirected,7297
3285,122,112,Undirected,333
3286,122,119,Undirected,6792
3287,122,123,Undirected,4121
3288,122,130,Undirected,1492
3289,122,132,Undirected,3689
3290,123,1,Undirected,173
3291,123,4,Undirected,943
3292,123,12,Undirected,278
3293,123,14,Undirected,448
3294,123,15,Undirected,243
3295,123,18,Undirected,380
3296,123,19,Undirected,336
3297,123,21,Undirected,480
3298,123,24,Undirected,1428
3299,123,35,Undirected,161
3300,123,37,Undirected,671
3301,123,38,Undirected,850
3302,123,39,Undirected,1019
3304,123,41,Undirected,1101
3305,123,42,Undirected,227
3307,123,47,Undirected,452
3308,123,49,Undirected,1040
3309,123,50,Undirected,547
3310,123,54,Undirected,585
3311,123,57,Undirected,970
3312,123,58,Undirected,213
3313,123,60,Undirected,236
3315,123,62,Undirected,365
3316,123,64,Undirected,199
3317,123,65,Undirected,185
3318,123,66,Undirected,153
3319,123,67,Undirected,270
3320,123,76,Undirected,304
3321,123,79,Undirected,370
3322,123,88,Undirected,10222
3323,123,91,Undirected,242
3324,123,94,Undirected,1322
3325,123,98,Undirected,150
3326,123,99,Undirected,400
3327,123,105,Undirected,215
3328,123,108,Undirected,422
3329,123,109,Undirected,235
3330,123,112,Undirected,173
3331,123,115,Undirected,221
3334,123,125,Undirected,157
3335,123,127,Undirected,1331
3336,123,130,Undirected,2028
3337,123,132,Undirected,2871
3338,123,135,Undirected,266
3339,124,11,Undirected,9432
3340,124,16,Undirected,1143
3341,124,134,Undirected,2873
3345,125,105,Undirected,210
3346,125,126,Undirected,2546
3347,125,129,Undirected,660
3348,126,129,Undirected,3348
3349,127,1,Undirected,10972
3351,127,5,Undirected,760
3352,127,6,Undirected,154
3353,127,8,Undirected,423
3354,127,9,Undirected,296
3355,127,12,Undirected,10542
3356,127,13,Undirected,546
3357,127,14,Undirected,1693
3358,127,15,Undirected,904
3359,127,16,Undirected,14552
3360,127,18,Undirected,799
3361,127,19,Undirected,891
3362,127,21,Undirected,8907
3363,127,24,Undirected,10360
3364,127,25,Undirected,8007
3366,127,28,Undirected,182
3367,127,30,Undirected,12187
3368,127,31,Undirected,214
3369,127,32,Undirected,8622
3370,127,33,Undirected,14387
3371,127,34,Undirected,609
3373,127,36,Undirected,314
3374,127,37,Undirected,25507
3375,127,38,Undirected,5295
3376,127,39,Undirected,268
3379,127,43,Undirected,695
3380,127,46,Undirected,220
3381,127,47,Undirected,742
3382,127,48,Undirected,713
3383,127,49,Undirected,574
3384,127,50,Undirected,2077
3385,127,52,Undirected,6272
3386,127,53,Undirected,333
3387,127,54,Undirected,2652
3388,127,55,Undirected,821
3389,127,56,Undirected,324
3390,127,57,Undirected,25312
3393,127,60,Undirected,1388
3394,127,61,Undirected,2313
3397,127,64,Undirected,1849
3398,127,65,Undirected,1726
3399,127,66,Undirected,10022
3400,127,67,Undirected,1520
3401,127,70,Undirected,247
3402,127,71,Undirected,169
3403,127,72,Undirected,751
3404,127,74,Undirected,183
3405,127,76,Undirected,2808
3406,127,77,Undirected,275
3407,127,79,Undirected,841
3408,127,83,Undirected,658
3409,127,85,Undirected,590
3410,127,87,Undirected,341
3411,127,89,Undirected,343
3413,127,92,Undirected,322
3414,127,94,Undirected,11577
3415,127,96,Undirected,440
3416,127,97,Undirected,767
3417,127,98,Undirected,1117
3418,127,99,Undirected,1934
3419,127,102,Undirected,228
3420,127,103,Undirected,1397
3421,127,105,Undirected,2272
3422,127,106,Undirected,470
3423,127,107,Undirected,412
3424,127,108,Undirected,786
3426,127,110,Undirected,370
3427,127,112,Undirected,945
3428,127,113,Undirected,8612
3430,127,115,Undirected,980
3431,127,117,Undirected,880
3432,127,119,Undirected,1148
3433,127,122,Undirected,1644
3434,127,124,Undirected,201
3435,127,125,Undirected,939
3436,127,128,Undirected,2736
3437,127,129,Undirected,336
3438,127,131,Undirected,463
3439,127,132,Undirected,479
3440,127,133,Undirected,1650
3441,127,134,Undirected,787
3442,127,135,Undirected,586
3443,128,1,Undirected,154
3445,128,32,Undirected,171
3446,128,34,Undirected,171
3448,128,54,Undirected,209
3451,128,99,Undirected,160
3452,128,115,Undirected,7032
3453,128,129,Undirected,6542
3454,128,133,Undirected,3353
3455,128,134,Undirected,6157
3456,130,132,Undirected,4224
3457,131,14,Undirected,167
3458,131,16,Undirected,234
3459,131,24,Undirected,519
3460,131,37,Undirected,170
3461,131,56,Undirected,332
3462,131,61,Undirected,7207
3463,131,71,Undirected,327
3464,131,111,Undirected,311
3465,132,21,Undirected,3073
3466,132,32,Undirected,177
3467,132,63,Undirected,190
3468,132,105,Undirected,6372
3469,132,125,Undirected,217
3470,133,3,Undirected,2219
3471,133,5,Undirected,180
3472,133,8,Undirected,266
3473,133,10,Undirected,9177
3474,133,13,Undirected,257
3475,133,14,Undirected,336
3476,133,16,Undirected,268
3477,133,22,Undirected,313
3478,133,24,Undirected,528
3479,133,37,Undirected,278
3480,133,38,Undirected,266
3481,133,43,Undirected,6552
3482,133,44,Undirected,8807
3483,133,45,Undirected,13177
3484,133,51,Undirected,6172
3485,133,61,Undirected,8287
3487,133,73,Undirected,1579
3488,133,75,Undirected,1314
3489,133,77,Undirected,230
3490,133,79,Undirected,174
3491,133,81,Undirected,194
3492,133,82,Undirected,342
3493,133,83,Undirected,159
3494,133,84,Undirected,332
3495,133,93,Undirected,794
3496,133,96,Undirected,222
3497,133,104,Undirected,6492
3498,133,106,Undirected,325
3499,133,112,Undirected,800
3500,133,116,Undirected,1047
3501,133,117,Undirected,664
3502,133,123,Undirected,6142
3504,133,131,Undirected,6572
3505,134,1,Undirected,342
3506,134,2,Undirected,14422
3507,134,59,Undirected,6977
3508,134,92,Undirected,10167
3509,134,105,Undirected,1190
3510,135,1,Undirected,189
3511,135,16,Undirected,153
3512,135,21,Undirected,153
3513,135,109,Undirected,170
